file_path,Alcantarillado,Marca vial,Hueco,Parcheo,Grietas longitudinales,Grietas en forma de piel de cocodrilo,Grietas transversales,Meteorización y desprendimiento,sum,correct
data/SIMEPU/v0/images/VIRB_0004-2 00204_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00204_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00880_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00881_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00881_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00186_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00187_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00187_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00188_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00189_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00191_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00191_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00192_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07221_cropped_BF_1_1.jpg,0,0,0,1,1,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 08208_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08383_cropped_BF_2_3.jpg,0,0,0,0,1,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 00172_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00175_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00210_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00211_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00212_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00216_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00219_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00220_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04774_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04778_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04821_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 13727_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 19813_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 1375_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00092_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00092_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00101_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00101_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00117_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00166_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00178_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00220_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00150_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00150_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08677_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08684_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08684_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08685_cropped_BF_2_3.jpg,0,0,0,0,1,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004 08819_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08828_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08979_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08981_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01849_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 02466_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 02474_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06693_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06888_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06895_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06896_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06896_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01779_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 08694_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00403_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00403_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00405_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 12911_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 12911_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 12923_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 12923_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 12957_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 13359_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 13501_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 13597_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14630_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21945_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21997_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04072_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04135_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04163_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00228_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00229_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14631_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14636_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14637_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14640_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00118_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00121_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 08694_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 09638_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 09639_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 09806_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 15502_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 15503_cropped_BF_3_3.jpg,0,0,0,0,1,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004 17148_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21617_cropped_BF_2_3.jpg,0,0,0,0,1,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004 21627_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01789_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01793_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01793_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01794_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01795_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01795_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01797_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14826_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14840_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14842_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00277_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00277_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00278_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00279_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00232_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00233_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00233_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00236_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00236_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00236_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00238_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00155_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00156_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00159_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01335_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01766_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01799_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01800_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00122_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00122_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00123_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00126_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00127_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00280_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00305_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00080_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00081_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00134_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00135_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00136_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00136_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00136_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00138_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00139_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00139_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00139_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 00493_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 00886_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 00886_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 03710_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 03750_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 05345_cropped_BF_1_1.jpg,0,0,0,1,0,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0001-1 05345_cropped_BF_2_1.jpg,0,0,0,1,0,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0001-1 05345_cropped_BF_3_3.jpg,0,0,0,1,0,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0001-1 06189_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18615_cropped_BF_1_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18615_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18615_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18615_cropped_BF_3_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18660_cropped_BF_1_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 05345_cropped_BF_1_2.jpg,0,0,0,1,0,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004 04750_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 05867_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06197_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07801_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18722_cropped_BF_2_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00430_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04750_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04775_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08699_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01258_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01258_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01281_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 15861_cropped_BF_3_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 13513_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22075_cropped_BF_3_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22127_cropped_BF_1_1.jpg,0,0,0,0,1,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004 22127_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22183_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04136_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04167_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04178_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06904_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21572_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21576_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21587_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21587_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21594_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04828_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04840_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 09260_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 09260_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22183_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22208_cropped_BF_1_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22208_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 11653_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 14029_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 00612_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 22219_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 0846_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18887_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18894_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01309_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01803_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04084_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04094_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04094_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04105_cropped_BF_2_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04115_cropped_BF_3_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21608_cropped_BF_3_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21617_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21617_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21617_cropped_BF_3_2.jpg,0,0,0,0,1,0,1,0,2,1
data/SIMEPU/v0/images/VIRB_0004 21619_cropped_BF_1_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06437_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06437_cropped_BF_2_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06509_cropped_BF_1_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06509_cropped_BF_2_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21572_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21658_cropped_BF_1_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21819_cropped_BF_1_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00193_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06729_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06773_cropped_BF_3_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06800_cropped_BF_1_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06899_cropped_BF_1_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14613_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14789_cropped_BF_1_3.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14789_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 17272_cropped_BF_3_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 18034_cropped_BF_3_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08999_cropped_BF_2_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 09083_cropped_BF_1_2.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 09083_cropped_BF_2_1.jpg,0,0,0,0,0,0,1,0,1,1
data/SIMEPU/v0/images/VIRB_0004 09117_cropped_BF_2_1.jpg,0,0,0,0,0,0,1,0,1,1
